time,x,y,z
4.0,13.0,457.0,2243.0
4.0,14.0,457.0,1921.0
4.0,15.0,457.0,163.0
4.0,16.0,457.0,1351.0
4.0,19.0,457.0,1083.0
4.0,20.0,457.0,517.0
4.0,21.0,457.0,362.0
4.0,22.0,457.0,171.0
4.0,23.0,457.0,7.0
4.0,24.0,456.0,9858.0
4.0,25.0,456.0,9731.0
4.0,26.0,456.0,9617.0
4.0,27.0,456.0,9524.0
4.0,28.0,456.0,9449.0
4.0,30.0,456.0,9389.0
4.0,31.0,456.0,9347.0
4.0,32.0,456.0,9323.0
4.0,35.0,456.0,9315.0
4.0,35.0,456.0,9315.0
4.0,37.0,456.0,9315.0
4.0,38.0,456.0,9315.0
4.0,39.0,456.0,9315.0
4.0,40.0,456.0,9315.0
4.0,41.0,456.0,9315.0
4.0,42.0,456.0,9315.0
4.0,43.0,456.0,9315.0
4.0,44.0,456.0,9315.0
4.0,45.0,456.0,9315.0
4.0,46.0,456.0,9315.0
4.0,47.0,456.0,9315.0
4.0,50.0,456.0,9315.0
4.0,51.0,456.0,9315.0
4.0,52.0,456.0,9315.0
4.0,53.0,456.0,9315.0
4.0,54.0,456.0,9315.0
4.0,55.0,456.0,9315.0
4.0,56.0,456.0,9315.0
4.0,58.0,456.0,9315.0
4.0,59.0,456.0,9315.0
4.0,60.0,456.0,9315.0
4.0,61.0,456.0,9315.0
4.0,62.0,456.0,9315.0
4.0,63.0,456.0,9315.0
4.0,66.0,456.0,9315.0
4.0,67.0,456.0,9315.0
4.0,68.0,456.0,9315.0
4.0,69.0,456.0,9315.0
4.0,70.0,456.0,9315.0
4.0,71.0,456.0,9315.0
4.0,72.0,456.0,9315.0
4.0,73.0,456.0,9315.0
4.0,74.0,456.0,9315.0
4.0,75.0,456.0,9315.0
4.0,76.0,456.0,9315.0
4.0,77.0,456.0,9315.0
4.0,78.0,456.0,9315.0
4.0,82.0,456.0,9315.0
4.0,82.0,456.0,9315.0
4.0,84.0,456.0,9315.0
4.0,85.0,456.0,9315.0
4.0,86.0,456.0,9315.0
4.0,87.0,456.0,9315.0
4.0,88.0,456.0,9315.0
4.0,89.0,456.0,9315.0
4.0,90.0,456.0,9315.0
4.0,91.0,456.0,9315.0
4.0,92.0,456.0,9315.0
4.0,94.0,456.0,9315.0
4.0,97.0,456.0,9315.0
4.0,98.0,456.0,9315.0
4.0,99.0,456.0,9315.0
5.0,0.0,456.0,9315.0
5.0,1.0,456.0,9315.0
5.0,2.0,456.0,9315.0
5.0,3.0,456.0,9315.0
5.0,4.0,456.0,9315.0
5.0,5.0,456.0,9315.0
5.0,6.0,456.0,9315.0
5.0,8.0,456.0,9315.0
5.0,9.0,456.0,9315.0
5.0,10.0,456.0,9315.0
5.0,13.0,456.0,9315.0
5.0,14.0,456.0,9315.0
5.0,16.0,456.0,9315.0
5.0,17.0,456.0,9315.0
5.0,18.0,456.0,9315.0
5.0,19.0,456.0,9315.0
5.0,20.0,456.0,9315.0
5.0,21.0,456.0,9315.0
5.0,22.0,456.0,9315.0
5.0,24.0,456.0,9315.0
5.0,25.0,456.0,9315.0
5.0,26.0,456.0,9315.0
5.0,29.0,456.0,9315.0
5.0,30.0,456.0,9315.0
5.0,31.0,456.0,9315.0
5.0,32.0,456.0,9315.0
5.0,33.0,456.0,9315.0
5.0,34.0,456.0,9315.0
5.0,35.0,456.0,9315.0
5.0,37.0,456.0,9315.0
5.0,38.0,456.0,9315.0
5.0,39.0,456.0,9315.0
5.0,40.0,456.0,9315.0
5.0,41.0,456.0,9315.0
5.0,42.0,456.0,9315.0
5.0,45.0,456.0,9315.0
5.0,46.0,456.0,9315.0
5.0,47.0,456.0,9315.0
5.0,48.0,456.0,9315.0
5.0,49.0,456.0,9315.0
5.0,50.0,456.0,9315.0
5.0,51.0,456.0,9315.0
5.0,52.0,456.0,9315.0
5.0,53.0,456.0,9315.0
5.0,54.0,456.0,9315.0
5.0,56.0,456.0,9315.0
5.0,56.0,456.0,9315.0
5.0,58.0,456.0,9315.0
5.0,61.0,456.0,9315.0
5.0,61.0,456.0,9315.0
5.0,62.0,456.0,9315.0
5.0,64.0,456.0,9315.0
5.0,65.0,456.0,9315.0
5.0,66.0,456.0,9315.0
5.0,67.0,456.0,9315.0
5.0,68.0,456.0,9315.0
5.0,69.0,456.0,9315.0
5.0,70.0,456.0,9315.0
5.0,71.0,456.0,9295.0
5.0,72.0,456.0,9258.0
5.0,73.0,456.0,9213.0
5.0,76.0,456.0,9143.0
5.0,77.0,456.0,8833.0
5.0,78.0,456.0,8734.0
5.0,79.0,456.0,8585.0
5.0,80.0,456.0,8429.0
5.0,81.0,456.0,8256.0
5.0,82.0,456.0,8057.0
5.0,83.0,456.0,7856.0
5.0,84.0,456.0,7635.0
5.0,85.0,456.0,7401.0
5.0,86.0,456.0,7142.0
5.0,87.0,456.0,6872.0
5.0,88.0,456.0,6582.0
5.0,91.0,456.0,6277.0
5.0,92.0,456.0,5303.0
5.0,93.0,456.0,5033.0
5.0,94.0,456.0,462.0
5.0,95.0,456.0,4228.0
5.0,96.0,456.0,3807.0
5.0,97.0,456.0,3371.0
5.0,98.0,456.0,2933.0
5.0,99.0,456.0,2456.0
6.0,0.0,456.0,1986.0
6.0,1.0,456.0,1529.0
6.0,2.0,456.0,1006.0
6.0,3.0,456.0,505.0
6.0,6.0,455.0,9967.0
6.0,7.0,455.0,8559.0
6.0,8.0,455.0,8137.0
6.0,9.0,455.0,7607.0
6.0,10.0,455.0,7086.0
6.0,11.0,455.0,6554.0
6.0,12.0,455.0,6022.0
6.0,13.0,455.0,552.0
6.0,14.0,455.0,4987.0
6.0,15.0,455.0,4467.0
6.0,17.0,455.0,3983.0
6.0,18.0,455.0,3456.0
6.0,19.0,455.0,2941.0
6.0,22.0,455.0,2412.0
6.0,22.0,455.0,919.0
6.0,24.0,455.0,533.0
6.0,25.0,454.0,9911.0
6.0,26.0,454.0,9427.0
6.0,27.0,454.0,8918.0
6.0,28.0,454.0,8321.0
6.0,29.0,454.0,785.0
6.0,30.0,454.0,7332.0
6.0,31.0,454.0,6825.0
6.0,32.0,454.0,6266.0
6.0,33.0,454.0,5771.0
6.0,34.0,454.0,5255.0
6.0,37.0,454.0,4676.0
6.0,38.0,454.0,3329.0
6.0,39.0,454.0,2843.0
6.0,40.0,454.0,2372.0
6.0,41.0,454.0,1857.0
6.0,42.0,454.0,1281.0
6.0,43.0,454.0,807.0
6.0,44.0,454.0,286.0
6.0,45.0,453.0,9706.0
6.0,46.0,453.0,924.0
6.0,47.0,453.0,8738.0
6.0,48.0,453.0,8174.0
6.0,49.0,453.0,7711.0
6.0,50.0,453.0,7206.0
6.0,53.0,453.0,6596.0
6.0,54.0,453.0,5177.0
6.0,55.0,453.0,4789.0
6.0,56.0,453.0,4253.0
6.0,57.0,453.0,3634.0
6.0,58.0,453.0,3199.0
6.0,59.0,453.0,2623.0
6.0,60.0,453.0,2083.0
6.0,61.0,453.0,1544.0
6.0,62.0,453.0,1009.0
6.0,63.0,453.0,518.0
6.0,64.0,452.0,9993.0
6.0,66.0,452.0,9469.0
6.0,68.0,452.0,8955.0
6.0,69.0,452.0,7514.0
6.0,70.0,452.0,704.0
6.0,71.0,452.0,6505.0
6.0,72.0,452.0,5992.0
6.0,74.0,452.0,5467.0
6.0,75.0,452.0,4939.0
6.0,76.0,452.0,441.0
6.0,77.0,452.0,3926.0
6.0,78.0,452.0,3394.0
6.0,79.0,452.0,2909.0
6.0,80.0,452.0,2395.0
6.0,81.0,452.0,1892.0
6.0,84.0,452.0,14.0
6.0,84.0,451.0,9962.0
6.0,85.0,451.0,9545.0
6.0,86.0,451.0,9064.0
6.0,87.0,451.0,8589.0
6.0,88.0,451.0,8101.0
6.0,89.0,451.0,7613.0
6.0,90.0,451.0,7112.0
6.0,91.0,451.0,6599.0
6.0,92.0,451.0,6098.0
6.0,93.0,451.0,5637.0
6.0,94.0,451.0,5144.0
6.0,95.0,451.0,4676.0
6.0,96.0,451.0,4173.0
6.0,99.0,451.0,3686.0
7.0,0.0,451.0,2359.0
7.0,0.0,451.0,1962.0
7.0,1.0,451.0,1471.0
7.0,2.0,451.0,983.0
7.0,3.0,451.0,521.0
7.0,4.0,450.0,9995.0
7.0,5.0,450.0,9506.0
7.0,6.0,450.0,9036.0
7.0,7.0,450.0,856.0
7.0,8.0,450.0,808.0
7.0,9.0,450.0,7616.0
7.0,10.0,450.0,7135.0
7.0,11.0,450.0,6596.0
7.0,14.0,450.0,613.0
7.0,15.0,450.0,4717.0
7.0,16.0,450.0,4311.0
7.0,17.0,450.0,3731.0
7.0,18.0,450.0,3302.0
7.0,19.0,450.0,2814.0
7.0,20.0,450.0,2284.0
7.0,21.0,450.0,1766.0
7.0,22.0,450.0,1315.0
7.0,23.0,450.0,798.0
7.0,24.0,450.0,31.0
7.0,25.0,449.0,9849.0
7.0,26.0,449.0,9359.0
7.0,27.0,449.0,8882.0
7.0,29.0,449.0,8405.0
7.0,30.0,449.0,7059.0
7.0,31.0,449.0,6653.0
7.0,32.0,449.0,6159.0
7.0,33.0,449.0,5686.0
7.0,34.0,449.0,5204.0
7.0,35.0,449.0,4742.0
7.0,36.0,449.0,4252.0
7.0,37.0,449.0,379.0
7.0,38.0,449.0,3282.0
7.0,39.0,449.0,2783.0
7.0,40.0,449.0,231.0
7.0,41.0,449.0,1819.0
7.0,42.0,449.0,1351.0
7.0,44.0,449.0,837.0
7.0,45.0,448.0,9476.0
7.0,46.0,448.0,9061.0
7.0,47.0,448.0,8564.0
7.0,48.0,448.0,8109.0
7.0,49.0,448.0,7616.0
7.0,50.0,448.0,7145.0
7.0,51.0,448.0,6638.0
7.0,52.0,448.0,6163.0
7.0,53.0,448.0,5691.0
7.0,54.0,448.0,522.0
7.0,55.0,448.0,4737.0
7.0,56.0,448.0,4221.0
7.0,57.0,448.0,3747.0
7.0,60.0,448.0,3245.0
7.0,60.0,448.0,1869.0
7.0,61.0,448.0,1494.0
7.0,62.0,448.0,972.0
7.0,63.0,448.0,494.0
7.0,64.0,447.0,9988.0
7.0,65.0,447.0,9474.0
7.0,66.0,447.0,8986.0
7.0,67.0,447.0,8493.0
7.0,68.0,447.0,8006.0
7.0,70.0,447.0,7473.0
7.0,71.0,447.0,6964.0
7.0,72.0,447.0,6395.0
7.0,73.0,447.0,5883.0
7.0,75.0,447.0,5396.0
7.0,76.0,447.0,3993.0
7.0,77.0,447.0,357.0
7.0,78.0,447.0,3066.0
7.0,79.0,447.0,2513.0
7.0,80.0,447.0,1997.0
7.0,81.0,447.0,1491.0
7.0,82.0,447.0,966.0
7.0,84.0,447.0,483.0
7.0,85.0,446.0,9923.0
7.0,86.0,446.0,9423.0
7.0,87.0,446.0,892.0
7.0,88.0,446.0,844.0
7.0,89.0,446.0,7917.0
7.0,91.0,446.0,7409.0
7.0,92.0,446.0,6012.0
7.0,93.0,446.0,5632.0
7.0,94.0,446.0,5105.0
7.0,95.0,446.0,4637.0
7.0,96.0,446.0,4132.0
7.0,97.0,446.0,3631.0
7.0,98.0,446.0,3121.0
7.0,99.0,446.0,2643.0
8.0,0.0,446.0,2164.0
8.0,1.0,446.0,1653.0
8.0,2.0,446.0,1175.0
8.0,3.0,446.0,701.0
8.0,4.0,446.0,224.0
8.0,7.0,445.0,9735.0
8.0,7.0,445.0,8378.0
8.0,9.0,445.0,7977.0
8.0,10.0,445.0,7444.0
8.0,10.0,445.0,6957.0
8.0,11.0,445.0,6482.0
8.0,12.0,445.0,6005.0
8.0,13.0,445.0,5512.0
8.0,14.0,445.0,5006.0
8.0,15.0,445.0,4535.0
8.0,16.0,445.0,4032.0
8.0,17.0,445.0,357.0
8.0,18.0,445.0,3086.0
8.0,19.0,445.0,2607.0
8.0,22.0,445.0,2115.0
8.0,23.0,445.0,752.0
8.0,24.0,445.0,329.0
8.0,25.0,444.0,9858.0
8.0,26.0,444.0,938.0
8.0,27.0,444.0,8889.0
8.0,28.0,444.0,8375.0
8.0,29.0,444.0,7913.0
8.0,30.0,444.0,7419.0
8.0,31.0,444.0,6939.0
8.0,31.0,444.0,6462.0
8.0,32.0,444.0,5993.0
8.0,33.0,444.0,5508.0
8.0,34.0,444.0,5021.0
8.0,37.0,444.0,4503.0
8.0,38.0,444.0,3145.0
8.0,39.0,444.0,2751.0
8.0,40.0,444.0,2263.0
8.0,41.0,444.0,1775.0
8.0,42.0,444.0,1309.0
8.0,43.0,444.0,825.0
8.0,44.0,444.0,324.0
8.0,45.0,443.0,9879.0
8.0,46.0,443.0,9389.0
8.0,47.0,443.0,8932.0
8.0,47.0,443.0,8456.0
8.0,48.0,443.0,7987.0
8.0,49.0,443.0,7478.0
8.0,50.0,443.0,7014.0
8.0,53.0,443.0,6541.0
8.0,54.0,443.0,5194.0
8.0,55.0,443.0,4805.0
8.0,56.0,443.0,4311.0
8.0,57.0,443.0,3869.0
8.0,58.0,443.0,3375.0
8.0,59.0,443.0,2907.0
8.0,60.0,443.0,242.0
8.0,60.0,443.0,1963.0
8.0,61.0,443.0,1485.0
8.0,62.0,443.0,102.0
8.0,63.0,443.0,543.0
8.0,64.0,443.0,67.0
8.0,65.0,442.0,9589.0
8.0,66.0,442.0,9118.0
8.0,69.0,442.0,8619.0
8.0,70.0,442.0,7286.0
8.0,71.0,442.0,6885.0
8.0,72.0,442.0,6416.0
8.0,73.0,442.0,5917.0
8.0,74.0,442.0,5442.0
8.0,75.0,442.0,4933.0
8.0,75.0,442.0,4445.0
8.0,76.0,442.0,3969.0
8.0,77.0,442.0,3493.0
8.0,78.0,442.0,3009.0
8.0,79.0,442.0,2505.0
8.0,80.0,442.0,2023.0
8.0,81.0,442.0,1548.0
8.0,84.0,442.0,1069.0
8.0,85.0,441.0,9743.0
8.0,86.0,441.0,9331.0
8.0,87.0,441.0,8843.0
8.0,88.0,441.0,8364.0
8.0,89.0,441.0,7862.0
8.0,90.0,441.0,7401.0
8.0,91.0,441.0,6895.0
8.0,92.0,441.0,6426.0
8.0,93.0,441.0,592.0
8.0,94.0,441.0,5419.0
8.0,95.0,441.0,4912.0
8.0,96.0,441.0,4404.0
8.0,97.0,441.0,3921.0
8.0,99.0,441.0,3419.0
9.0,0.0,441.0,2013.0
9.0,1.0,441.0,1609.0
9.0,2.0,441.0,1095.0
9.0,3.0,441.0,63.0
9.0,4.0,441.0,124.0
9.0,5.0,440.0,9656.0
9.0,6.0,440.0,915.0
9.0,7.0,440.0,8638.0
9.0,8.0,440.0,8156.0
9.0,9.0,440.0,7643.0
9.0,10.0,440.0,7183.0
9.0,11.0,440.0,6655.0
9.0,12.0,440.0,6168.0
9.0,15.0,440.0,5663.0
9.0,16.0,440.0,4258.0
9.0,17.0,440.0,386.0
9.0,18.0,440.0,3315.0
9.0,19.0,440.0,28.0
9.0,20.0,440.0,2318.0
9.0,21.0,440.0,1789.0
9.0,22.0,440.0,1301.0
9.0,23.0,440.0,786.0
9.0,24.0,440.0,271.0
9.0,25.0,439.0,9789.0
9.0,26.0,439.0,9284.0
9.0,27.0,439.0,8793.0
9.0,28.0,439.0,8289.0
9.0,31.0,439.0,7767.0
9.0,32.0,439.0,6396.0
9.0,33.0,439.0,596.0
9.0,34.0,439.0,5462.0
9.0,35.0,439.0,4942.0
9.0,36.0,439.0,4428.0
9.0,37.0,439.0,3951.0
9.0,38.0,439.0,3422.0
9.0,39.0,439.0,296.0
9.0,40.0,439.0,2448.0
9.0,40.0,439.0,1943.0
9.0,41.0,439.0,1473.0
9.0,42.0,439.0,976.0
9.0,44.0,439.0,503.0
9.0,46.0,438.0,9953.0
9.0,47.0,438.0,8549.0
9.0,48.0,438.0,8124.0
9.0,49.0,438.0,7594.0
9.0,50.0,438.0,7083.0
9.0,51.0,438.0,6578.0
9.0,52.0,438.0,606.0
9.0,53.0,438.0,5574.0
9.0,54.0,438.0,5078.0
9.0,55.0,438.0,4597.0
9.0,56.0,438.0,4095.0
9.0,57.0,438.0,3579.0
9.0,58.0,438.0,3101.0
9.0,59.0,438.0,2588.0
9.0,62.0,438.0,2093.0
9.0,63.0,438.0,689.0
9.0,64.0,438.0,211.0
9.0,65.0,437.0,9716.0
9.0,66.0,437.0,9174.0
9.0,67.0,437.0,8668.0
9.0,68.0,437.0,8187.0
9.0,69.0,437.0,7668.0
9.0,70.0,437.0,7182.0
9.0,71.0,437.0,6668.0
9.0,72.0,437.0,6156.0
9.0,73.0,437.0,5685.0
9.0,74.0,437.0,518.0
9.0,75.0,437.0,4695.0
9.0,78.0,437.0,4145.0
9.0,79.0,437.0,2741.0
9.0,80.0,437.0,2339.0
9.0,81.0,437.0,1826.0
9.0,82.0,437.0,131.0
9.0,83.0,437.0,806.0
9.0,84.0,437.0,297.0
9.0,85.0,436.0,982.0
9.0,86.0,436.0,9284.0
