time,x,y,z
20,19,451,7035,0,0100,336,4321
20,29,451,7035,0,0100,336,9735
20,40,451,7035,0,0100,337,5183
20,51,451,7035,0,0100,338,0499
20,62,451,7035,0,0100,338,5933
20,72,451,7035,0,0100,339,1410
20,83,451,7035,0,0100,339,6790
20,94,451,7035,0,0100,340,2121
21,05,451,7035,0,0100,340,7632
21,16,451,7035,0,0100,341,2937
21,27,451,7035,0,0100,341,8359
21,37,451,7035,0,0100,342,3714
21,48,451,7035,0,0100,342,9092
21,59,451,7035,0,0100,343,4556
21,69,451,7035,0,0100,343,9843
21,81,451,7035,0,0100,344,5335
21,91,451,7035,0,0100,345,0848
22,02,451,7053,0,0100,345,6035
22,12,451,8164,0,0100,346,1359
22,23,452,0988,0,0100,346,6703
22,34,452,5512,0,0100,347,2032
22,44,453,0846,0,0100,347,7366
22,55,453,6249,0,0100,348,2769
22,66,454,1448,0,0100,348,7968
22,76,454,6809,0,0100,349,3329
22,87,455,2195,0,0100,349,8715
22,98,455,7660,0,0100,350,4180
23,09,456,2976,0,0100,350,9496
23,19,456,8268,0,0100,351,4788
23,30,457,3694,0,0100,352,0215
23,41,457,9101,0,0100,352,5621
23,52,458,4496,0,0100,353,1016
23,63,458,9900,0,0100,353,6420
23,73,459,5200,0,0100,354,1720
23,84,460,0659,0,0100,354,7178
23,95,460,5946,0,0100,355,2466
24,05,461,1254,0,0100,355,7774
24,16,461,6598,0,0100,356,3118
24,27,462,2000,0,0100,356,8520
24,37,462,7379,0,0100,357,3899
24,48,463,2687,0,0100,357,9207
24,59,463,8054,0,0100,358,4574
24,70,464,3336,0,0100,358,9856
24,80,464,8747,0,0100,359,4629
24,91,465,4130,0,0100,359,7651
25,02,465,9521,0,0100,359,8936
25,12,466,4818,0,0100,359,8984
25,23,467,0193,0,0100,359,8984
25,34,467,5427,0,0100,359,8984
25,44,468,0865,0,0100,359,9238
25,55,468,6159,0,0100,360,1009
25,66,469,1463,0,0100,360,4468
25,77,469,6156,0,0100,360,9698
25,88,469,9756,0,0100,361,5155
25,98,470,4637,0,0100,362,0424
26,09,470,9958,0,0100,362,5746
26,20,471,5298,0,0100,363,1086
26,30,472,0640,0,0100,363,6427
26,41,472,6017,0,0100,364,1804
26,52,473,1283,0,0100,364,7070
26,62,473,6668,0,0100,365,2455
26,73,474,1927,0,0100,365,7714
26,84,474,7330,0,0100,365,8295
26,94,475,2637,0,0100,365,6178
27,05,475,7839,0,0100,365,2465
27,15,476,3041,0,0100,364,7404
27,25,476,8100,0,0100,364,2345
27,36,477,3476,0,0100,363,6968
27,46,477,8785,0,0100,363,1659
27,56,478,3918,0,0100,362,6527
27,67,478,8967,0,0100,362,1758
27,77,479,4020,0,0100,361,8398
27,87,479,9165,0,0100,361,7576
27,98,480,4350,0,0100,361,9182
28,08,480,9580,0,0100,362,2436
28,18,481,4695,0,0100,362,7143
28,29,481,9822,0,0100,363,2270
28,39,482,5014,0,0100,363,7462
28,49,483,0193,0,0100,364,2641
28,60,483,5299,0,0100,364,7747
28,70,484,0542,0,0100,365,2897
28,80,484,5665,0,0100,365,6685
28,91,485,0812,0,0100,365,8905
29,01,485,5952,0,0100,365,9544
29,11,486,1059,0,0100,365,9544
29,21,486,6129,0,0100,365,9544
29,32,487,1643,0,0100,365,9544
29,42,487,6793,0,0100,365,9544
29,53,488,1905,0,0100,365,9544
29,63,488,6991,0,0100,365,9544
29,73,489,2017,0,0100,365,9544
29,83,489,7103,0,0100,365,9544
29,93,490,2174,0,0100,365,9544
30,03,490,7286,0,0100,365,9380
30,14,491,2293,0,0100,365,7926
30,24,491,7818,0,0100,365,4575
30,36,492,3294,0,0100,364,9530
30,46,492,7839,0,0100,364,4240
30,57,493,0692,0,0100,363,8982
30,67,493,1881,0,0100,363,3826
30,77,493,1928,0,0100,362,8687
30,88,493,1928,0,0100,362,3519
30,98,493,1928,0,0100,361,8205
31,09,493,1928,0,0100,361,2996
31,19,493,1928,0,0100,360,7766
31,29,493,2070,0,0100,360,2518
31,40,493,3554,0,0100,359,7332
31,50,493,6653,0,0100,359,6629
31,61,494,1718,0,0100,359,6284
31,71,494,6939,0,2543,359,1450
31,81,495,2110,0,5768,358,6279
31,92,495,7525,0,3825,358,0864
32,03,496,2428,0,1541,357,6692
32,13,496,5517,0,1541,357,5945
32,24,496,6905,0,1541,357,5916
32,35,496,7050,0,1541,357,5912
32,45,496,7645,0,1541,357,5900
32,56,496,9803,0,1541,357,5854
32,66,497,3666,0,1541,357,5773
32,77,497,8841,0,1541,357,5602
32,87,498,4330,0,1052,357,1239
32,97,498,9434,0,1953,356,7807
33,08,499,4608,0,1685,356,5924
33,18,499,9846,0,0310,356,4931
33,28,500,4991,0,0100,356,2534
33,38,501,0040,0,0100,355,8640
33,50,501,5545,0,2582,355,3351
33,60,502,1038,0,1137,354,9542
33,71,502,6305,0,0100,354,7586
33,81,503,1382,0,0100,354,7209
33,92,503,6633,0,0100,354,7209
34,02,504,1840,0,0100,354,7209
34,12,504,7042,0,0100,354,7209
34,23,505,2248,0,0100,354,7209
34,34,505,7573,0,0100,354,6842
34,44,506,2830,0,2199,354,4909
34,55,506,8090,0,2974,354,1315
34,65,507,3231,0,0987,353,6385
34,75,507,7772,0,0100,353,1084
34,86,508,0603,0,0273,352,5850
34,96,508,1784,0,0351,352,0712
35,07,508,2597,0,0100,351,5438
35,17,508,4983,0,0100,351,0275
35,27,508,8966,0,0100,350,5113
35,38,509,4084,0,0100,349,9952
35,48,509,9213,0,0100,349,9925
35,59,510,4150,0,0100,350,0207
35,69,510,4150,0,0100,350,0207
35,80,510,4150,0,0100,350,0207
35,90,510,4150,0,0100,350,0207
36,01,510,4150,0,0100,350,0207
36,12,510,5681,0,0230,349,9968
36,22,510,8155,0,0345,349,9969
36,32,510,9993,0,0345,349,9963
36,43,511,0315,0,0438,349,9929
36,53,511,0315,0,0438,349,9929
36,64,511,0315,0,0438,349,9929
36,75,511,0315,0,0438,349,9929
36,85,511,0315,0,0438,349,9929
36,96,511,0315,0,0438,349,9929
37,06,511,0315,0,0438,349,9929
37,17,511,0315,0,0438,349,9929
37,27,511,0315,0,0438,349,9929
37,38,511,0315,0,0438,349,9929
37,48,511,0315,0,0438,349,9929
37,59,511,0315,0,0438,349,9929
37,69,511,0315,0,0438,349,9929
37,80,511,0315,0,0438,349,9929
37,90,511,0315,0,0438,349,9929
38,01,511,0315,0,0438,349,9929
